score,text
1,아름답고 따뜻하고 뭉근하게 슬프다
1,"극장에서 남들에게 피해줄까봐 울지 못하고 억지로 꾹꾹 참다가 , 돌아오는 차안에서 통곡을 했어요.  평생 처음 격은 일!   아름다운 영화고, 또 보고 싶어요.  극장에서 봐야할 영화.  영상, 연출, ost, 전부..."
1,"요란하지 않게 잔잔하게 미나리처럼 타지에 스며들었다. 배우들의 연기도 최고였다. 수확물을 잃어 허망하지만, 가족들은 따뜻하게 바라보는 눈빛은 좋았다."
1,담백하게 감동적입니다. 자극적인 내용이 전혀 없어서 더 좋았습니다..결국 가족이네요^^
0,글쎄? 그냥 특별함없는 잔잔함정도
0,내가 수준이 낮은건지.. 너무 난해하다..배우들 대사 전달도 잘 안됐을뿐더러 보는내내 지루했다..
0,뭐 어쩌라는건지 기대가 너무 높았나 엥 스러웠다..갑자기 집에서 티비만 보고있으라니깐 구지구지 쓰레기를 태우고 미나리 찬양에...음;
0,낯선곳에서 스스로 개척해 나가고자 하는 이들의 노력과 어려움을 잔잔한 스토리와 화면으로 그려내어서 지루하지 않게 잘 보았습니다.  스토리가 탄탄하니 조용한 영화도 지루하지 않았네요~ 여정쌤의 연기와 오랫만에 본 한예...
0,1점도 아깝다 ㅋㅋ 지밖에 모르는 애비 + 전형적인 한국 부모 + 뻔한 클리셰의 총집합 그냥 귀멸의 칼날 한 번 더 볼걸 그랬음
0,"상받는 작품은 재미로 보는건 아니지만, 음.. 정말 재미는 없네요"
0,정말 돈아까웠다... 보는 내내 지루해서 죽는 줄
0,스토리가 없다시피하고(지루) 개연성없는 전개가 이루어짐. 개인적으로 4점정도가 적당하지만 평점알바들때문에 1점 줌.(평점보고 보러간 1인)
1,꿈을 위해 꿈을 쫓아 차근차근 전진해나가는 모습이인상적이고 준비한것이 다 불타도 대안을준비한것으로 다시 일어서려는 포기치않는 모습이 힘든 코로나 시대에 희망과 용기를 선사해주는것같습니다 영화 잘봤습니다 추천 꾸욱
1,"모든 캐릭터들의 ‘성장’을 의미 있게 표현되었고,꿈과 가족 그리고 사랑이 이 영화에 가득 담겨 있어영화가 끝나고 나왔을 때 마음이 꽉 차 있었다.아주 잠깐이라도 얼마만에 느낀 충만하고 아름다운 기분이었던지,영화 미나..."
1,감독의 생각이 잔잔하게 잘 전달되었어요~~~충분히 가치있는 영화.
0,한국인은 나오는데..한국정서는..할머니만 조금 있는듯..수상내역에 비해..흠..글쎄요..솔직히..저는 그냥..
1,한예리 배우님 연기 정말 훌륭하십니다
1,때로는 만들어지는 감동보다 잔잔한 삶에서 느껴지는 위로란게 더 크게 와닿는 법입니다
1,"미쟝센부터 스토리까지 간만에 웰메이드 영화봣다, 잔잔한데 강하고 마음 저릿한데 따뜻해지는 영화 미나리"
0,정말 재미없어요 이게 영화라니...
0,보통 영화라는게 기승전결의 4단구조로 사건의 발단-주인공의 갈등-긴장고조-그리고 사건해소를 통해 쾌감을 느끼게 되어있다.이 영화는 특이하게 기-->결 로가는 2단구조다.이야기 풀어볼께....하다가 갑자기 끝기생...
1,느린 호흡의 영화. 끝나고 먹먹했어요.
1,오랜만의 스티븐연 얼굴을 볼 수 있어서 너무 좋았고 신파적이지 않아서 너무 좋았다
0,뭔데 이게.... 미나리를 한 번도 검색하지 않았음에도 불구하고 각종 매체에서 호평인게 눈에 띄거나 귀에 들어오기에 개봉하자마자 봤더니 기대가 너무 큰 탓인가? 아니 그건 아닌 것 같고... 재미 없었다. 무슨 사건...
0,"진짜... 정말 별로입니다. 도대체 무슨 얘기를 하고 싶은 건지 모르겠고, 윤여정 한예리 빼고는 연기가 너무 이상할정도 못해요 그리고 스토리도 약간 맥락이 없고 굉장히 루즈합니다ㅠㅠ 진심 보고 나서 어이가 없을 정도..."
0,"우리  영화에 대한 애정과  기대가  너무  컷엇던가,   아님  오버액션이나  자극적인 영상에 너무 길들여 저있는건가,  이민과 관련이 있는 분들에겐   몰입되어  동감 이 더 될수도  있겟다는  생각이 들었다....."
0,지루하다. 정말 지루하다.
1,할머니 생각이 많이 났어요 ㅎㅎ 어떤 마음으로 돌봐주셨을지 마음이 따뜻했답니다
1,"영화음악과 연출에 상당히 신경을 쓴 것 같다. 때문에 전반적인 스토리는 그닥 특별하지 않았지만, 그 이상의 무언가가 느껴지는 영화인 것은 분명하다. 배우의 대사로 주제의식을 전달하기보다는 다른 요소들로 무언가를 느끼..."
1,힘들때 가족이 있다는건 큰 위로가 됩니다.어디서든 잘 자라는 미나리처럼 가족이 함께 있는 곳이라면 그곳이 어디든 댓츠오케이 입니다.
0,머야 이게. 핵노잼 ㄹㅇ
0,재미없어요기다리다가 개봉  동시에 예약하고 보러갔는데기대이하 지겨웠어요
1,잔잔한 여운이 오래 가는 영화그리고 윤여정
0,독립영화같은느낌차분하고조용한
0,어디서 감동을 먹어야하는지 잘 모르겠다.
0,이게무슨영화인가? 할말이없네요 그래서 결과는?
0,아카데미가 상업성을 버렸다는 것을 알 수 있었다. 국뽕 빼고 남는게 없다.
0,영화내용이 뭘말하려는지 알긴 알겟는데지루하고 감동도없네암걸릴듯
0,기대이하네요 ㅠㅠ 연기도 탁월했냐 하면;;
0,소무난 잔치에 먹을것이 없다.
0,기대를 너무했나봐 끝까지 겨우 봄
0,ㅂㄹ 보지마셈요...
1,결말이 아쉬워도 그 나름대로 좋아요보고나니까 또 보고싶어지는 잔잔한 영화
0,기대하고 본건 아니었는데도...그냥 그랬어요.
0,기대가컸나? 결말아쉬움
1,ㅠㅠ 힐링영화..잔잔하고 마음이 따뜻해지는 영화에요진짜 추천 .... 또 가서 보고파요자극적이지 않아요
