score,text
1,이런명작에 10점을주지않을수없다
1,그냥 느끼면서 보면  느끼게 될것이다 ㅋㅋ 아 좋네~~~
1,이런영화를 이제야 보다니 ! 굿
1,기분조아지는영화.하지만맘한구석싸한건솔로이기때문 ㅠㅠ
1,사랑을해보고싶음 ㅋㅋㅋ
1,보고나서 가슴이 따뜻해졌던 영화.
1,사랑스럽다.
1,당근 만점영화
1,감동 또 감동....넘 좋아~
1,로맨틱 코미디의 정수...
1,한국사람들이 젤루 좋아하는 로맨틱 코미디?
1,"말그대로... Love actually,,is, all around"
1,로맨스 영화의 진수~? 휴 그랜트는 역시 짱
1,귀여워ㅋㅋ
1,행복한 모습들.
1,난 이런 로맨틱 코미디가 좋더라~ㅎㅎ
1,저절로 웃음이 나오는 ㅎㅎ
1,재밌었음
1,최고
1,아닥해 재밌어
1,정말 맘이 설레고 따뜻해지네요~
1,정말 가슴이 훈훈해 지는 영화 너무 사랑스러운영화에요
1,내인생 최고의영화 이렇게 마음이 따뜻해지는 영화가 또있을까
1,너무너무 아름다운 영화
1,정말 감동적이고 사랑스러운 영화!! 왜 이 영화를 지금에와서야 봤는지...
1,괜찮은영화고너무재밌어요
1,사랑은 어디에나 있다
1,와 이 영화를 왜 이제야 봤는지 정말ㅠㅠ 내 인생 최고의 영화예요!!!!!
1,다시한번 보게되는 영화..
1,예쁜영화..문어탈쓴꼬마랑 토마스생스터 너무 귀여워
1,"구상이랑 연출, 연기력 등 모든게 멋졌던 작품 ^^*"
1,우선 한번 봐라!!  보고나면 형 마음이해한다. !!
1,"사랑이 무엇인지 깊이 생각하게만드는 영화, 사랑의아름다움을 아주 잘 말해주는 영화"
1,사랑 웃음 감동으로 가득한 두시간.. 나의 사랑으로 세상은 더 아름다와질것이다..^^
1,모두 사랑하게 만드는 영화~ 아이 러브 유...
1,감동했음..
1,나도 사랑하고 싶게 만드는 영화
1,"영국영화의 휴머니티,위트 모두를 담은 정말 따뜻한 영화....~!!!"
1,"최고의 로맨스, 크리스마스되면 항상 생각나는 행복한 영화!"
1,3번봐도 질리지않는다 최고다
1,너무 늦게본건가...
1,와... 이제껏 19년을 살면서 영화 평점 쓰는건 처음이다... 정말 행복한 영화 ^^
1,감동....맘이 뜨겁게 벅차오르는 영화!!
1,웃음이 나는 영화..... 그녀때문에 봤다. 드디어 봤다..
1,내생의 최고의 영화^^ 우연히 집에만 있다가 밤12시 경에 귀여운남자애 나와서 본영화
1,최고다..따뜻하다.. 크리스마스를 혼자서도 따뜻하게 보낼수 있게 해주었다. 고맙다.
1,영화로 줄수있는 즐거움이 가득한 최고의 영화
1,보는 내내 기분이 좋았었습니다.
1,이런 영화를 여자친구와 극장에서 봐야했는데..ㅠㅠ 만점이다.
1,정말 최고다!!
1,사랑의 의미를 느끼게 해주는 영화.. 즐겁고 행복하다^^
1,마음 훈훈해지는 영화.. 근데 좀 지루한면두있음
1,다시 보고 싶은 영화.
1,연인이 되어서 보기를 바라며...
1,나이 직업을 떠나 모두다 크리스마스의 기적을 이루어냈군
1,정말 반전영화랑 액션영화만 봤던게 후회된다. 정말 강추 !!!!
1,"actually, good"
1,정말 좋았어요
1,이형아가 10점주는건 일단봐.. 이건 Legend ok?
1,다시봐도 감동적인 영화!!
1,볼만했네요
1,역시 최고라고 할수밖에 없네요^^*
1,왜 지금에서야 봤는지ㅠㅠㅠㅠㅠ
1,최고얌!!ㅠㅠㅠㅠㅠㅠ
1,가장 좋아하는 로맨스 영화^^
1,내 생애 최고의 영화
1,좋네좋네좋네좋네
1,훈훈하고 감동적이다 .... 지금봤다는게 후회될정도 ..
1,크리스마스 사랑의 교과서?
1,아 .. 진짜 감동적이에요 !!
1,재밌게 봤습니다.. ^^
1,좋아요^ ^
1,"이 수많은 호평들이 있지만, 그닥.."
1,훈훈한 로맨틱 크리스마스 영화
1,"말로 표현 못하는,"
1,나홀로집에.. 이제는 크리스마스하면 러브액츄얼리 인듯
1,최고
1,마크아저씨가 제일 멋져요
1,감동 무한대~~
1,웃음을 전해 주는 영화...ㅎ
1,좋은영화.ㅋ
1,영혼을 울리는 이 시대 최고의 러브 스토리? 역시 최고라는 말이 이 영화에 어울린다.
1,예쁘네요!!!
1,크리스마스날의 최고의 영화
1,최고다..
1,기분조아지고 따뜻해지는 영화 - 사랑하고싶어지는 영화
1,보고 또 봐도 너무 재밌는^^.. 넘 푸근한 영화^^
1,기분 좋아지는 영화
1,마음한구석이따듯해지는영화
1,평점10점이 아깝지 않음...
1,한번은 꼭 봐야할 영화이다
1,세상에서 가장 아름다운 것이 사랑이라는 것을 다시금 확인시켜주는 그런 영화.
1,"지금 좋아하는사람이 있나요?,... 용기를내봐요!"
1,작년 12월 25일에 이어 이번에도 봤음 ㅋㅋㅋ 크리스마스때마다 꼭 본다는 ㅋㅋ
1,대박이네.
1,개봉 이후 매년 크리스마스때 마다 빠짐없이 보는 영화. 역시 좋다.
1,마음이 따뜻해지는 영화
1,로맨틱한영화
1,크리마스에 딱 어울리는 영화~★
1,너무 아름다운 그런 영화 !!!
1,몇 번을 봐도 행복한 영화 착한 영화 사랑스러운 영화 좋은 영화 정말 명품이다!!
1,멋진 크리스마스!
1,정말 혼자서도 너무나 마음따스해지는 크리스마스를 보냈어요^^*
1,마음이 따뜻해지는 영화
1,2008년 블랙크리스마스를 화이트크리스마스로 바꿔줘서 너무 고마워..크흑
1,이런게 영화지
1,액션영화에 쩔어살던 나에게 감동을 선사한 영화....
1,내일 그녀에게 고백할거에요...ㅋ
1,왜 이렇게 평점이 높은지 인제야 알았다.
1,"그 어린남자애 너무 귀여웠어><ㅋㅋ ""사랑에 빠진것보다 심각한 고민이 어딨나요??"">"
1,연인끼리든 가족끼리든 친구끼리든 처음부터끝까지 사랑이넘쳐나는 영화.
1,절로 미소를 짓게 만드는 영화..간만에 마음이 따뜻해졌다.
1,최고의명대사와명장면들이이영화에 모두모여있었군요.지금까지봤던영화중 최고의영화
1,크리스마스 기분을 내고 싶을 때 꼭 봐야할 영화...
1,굿굿
1,"집에데려다주실꺼죠? 물론이죠,그때가행복해요 여자왈 집에갈때가 가장슬퍼요"
1,방금봤는데 완전 감동받음...ㅋ
1,5년전에 나온 영화를 뒤늦게 본점이 후회됩니다..
1,진정한 로맨스코미디다 ㅋ
1,솔직히 크리스마스 영화로는 나홀로집에 보다 재밌다. [당연한 건가]
1,사랑이랑두글자가2003년에나왓던가요?
1,진짜 로 . 최고입니다 love actually is all around
1,매해 크리스마스에 봐야하는 최고의 영화!!
1,감동 감동 최고!!!!!
1,쩐! 다!
1,최고의 크리스마스 로맨스 영화
1,오늘이 크리스마스라 봤는데 가슴을 따뜻하게 만들어주는 영화에요
1,"크리스마스에 보기 딱 좋은 영화. 근대 10점은 아냐,,, 8점줄까 9점줄까...?"
1,크리스마스때 고백
1,"사랑, 나도할래"
1,가슴이 따듯해지고 훈훈한 영화입니다^^
1,크리스마스 최고의 영화
1,good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1,크리스마스때 보면 ㅎㄷㄷ
1,"크리스마스전에 느껴본 풋풋한 ♥, OST도 정말 최고다 !"
1,내가본 영화중 최고중의 최고의한영화로 기억남을것....사랑을느끼는그런
1,보는내내 즐거웟어여~~
1,크리스마스때 보면 막장..ㅋㅋ
1,그냥 한마디로 최고의 영화(Best Movie)
1,망설이지 말고 사랑을 고백하세요..!
1,최고인듯
1,정말 재밌게봤어요!
1,오랜세월이지나도 꾸준히 사랑받을 예쁜 작품!
1,사랑하게만드는.. 사랑스러운영화
1,사랑을일꺠워주는영화 망설이지마세요
1,그냥 최고
1,난 지금 까지 왜 이영화를 몰랐는지...후회스럽다... 진즉 볼껄...
1,크리스마스 영화론 역시 명작이군.^^
1,ocn영화 끝까지 본거 별로 없는데.. 딱 제철에 봤구나.
1,정말 영화다운영화!!매번봐도 안지겨운..
1,크리스마스하면 러브액츄얼리!!!
1,정말 10년이 지나도 100년이 지나도 크리스마스가 되면 다시 찾을 영화...
1,매 크리스마스 마다 보는 영화
1,모두의 사랑이 이루어지는 크리스마스
1,크리스마스 마다 본다.
1,정말 따뜻하고 잔잔한영화라고나 할까... 이런영화류 너무 좋다.
1,몇번이고 봤지만 볼때마다 입가에 미소가 지어지는 영화! 너무 좋다.
1,크리스마스하면 이 영화!! 캐스팅 촹인듯乃
1,크리스마스가 다가오면 어김없이 생각나는 영화^^
1,"출연자 라인정말 최고다 굿굿!! 재미,감동 역시 굿"
1,Good
1,출연자 어느 누구 하나 빠짐 없이 어울리는 영화
1,말할 필요가 없는 영화
1,뭔가 현실적이면서 신비롭고 행복한 영화
1,사람의 심리를 잘 맞쳐서 나온 영화 ~!
1,지금봐도 따뜻함을 느낄 수 있는 그런 작품
1,정말 훈훈한 미소를 지으면서 볼수있는 영화 ㅋㅋㅋ
1,가슴따뜻해지는영화~
1,지금 딱 러브 액츄얼리 철이네
1,이영화를 보면 크리스마스엔 여친이 생겼으면. . .
1,계속 봐도 질리지 않는 세상의 아름다운사랑 집합소 ㅎ
1,이맘때쯤 한번쯤 생각나는영화...이번크리스마스도 영화와 함께인가...
1,훈훈해짐~
1,봐도봐도 다시보고싶어지는 영화. 결국 어제 또 봤다. 감동은 그대로.
1,사랑하고 싶어지는 영화
1,마음이 따뜻해지는 영화네요
1,너무너무 웃기고 마음이 따뜻해지는 영화. 기대안했는데 완전 대박 ㅋㅋ
1,생각만해도 즐거워!
1,크리스마스엔 역시 러브액츄얼리!!!
1,크리스마스를 배경으로 해서 더 좋다.! 몇 번을 봐도 지겹지 않은ㅠㅠ
1,크리스마스에 항상 생각나는 영화
1,감동적인영화 ㅋㅋㅋㅋ
1,새로운 러브래터 방식을알려준 영화...겨울이배경이라좋더라!
1,보는내내 지겹지가 않앗당 ㅋㅋㅋ노래도 정말좋고 ㅠㅠㅠㅠ정말짱!ㅋㅋ
1,매년겨울마다 다시 상영해줬으면 하는 영화..^^
1,진짜 꼭보세요 ......최고
1,겨울이 배경이지만 따뜻한영화
1,추워지면 항상 생각나는영화..???노노 ㅎㅎ어느계절에 봐도 즐거운영화~^^
1,내가 원했던 영화 ?
1,"기분 좋은 제목, Love Actually"
1,"9점 정도가 적당한 것 같고, 가끔 웃음도 나오는 ^^"
1,보면 볼수록 행복해지는 영화..
1,가슴뭉클한 사랑이야기. 마지막이 인상깊은 옴니버스 영화
1,말그대로 러브 액츄얼리!!!~~~VVV
1,아직까지도 러브액츄얼리를 못본사람이있다면 꼭 한번 보라고 권해주고싶다.
1,다양한 사랑이 있는영화~재미있고 좋은 영화다..
1,가슴이 포근해지는.. 봐도봐도 질리지않는영화
1,평점 높은거에 비해 살짝 떨어지지만 가슴은 정말 따뜻하구려~
1,^^ 이런게 로맨스지 ~ 즐거운게 로맨스야~
1,이영화는 사람의 마음을 움직인다 ... 그것만으로도 훌륭한 영화이다
1,"모든장면,모든캐릭터 하나하나가 사랑의 감정을 터치하는 영화"
1,외롭고 가슴 시릴 때 그나마 위안이 되는 이런 영화ㅜ.ㅜ;;
1,당신도 사랑의 두근거림을 느낄 것이다
1,휴그랜트의 영국은 작지만 강한나라가 인상적인 영화
1,다시봐두 잼나네옄 ㅋ
1,나도 이렇게 사랑하고싶다 ㅋㅋ
1,정말..오랜만에제대로된영화 하나 봣네요..
1,내가 지금까진 본 영화 중 가장 따뜻한 사랑 영화.
1,평생같이살 여자아니면 같이 보지마세요.볼때마다 헤어진그여자 생각납니다 -_-;
1,아... 감동가득... 완젼 좋아 ㅜㅠ
1,감 동
1,로맨틱 코미디 영화를 많이 봐왔는데 그중 이영화를 따라올수있는 영화는 없는듯 해요
1,너무 감동적입니다..ㅠㅠ 첨 보지만 또 보고싶은..
1,난 이런 영화가 좋더라...겨울만 되면 항상 찾아본다
1,"딱 한마디로 말하자면,,재밋다,,,"
1,"매년 두번쯤은 보는 영화. 내가 원했던 , 정말 정말 좋았던 영화....!!"
1,"러브레터, 지금만나러갑니다,,보단 못하지만,,"
1,ㅇ ㅕㄱ ㅣ나오는 영감탱이 가수바라 ㅋㅋㅋ
1,완벽하다
1,재밌다.
1,아.....쩔어
1,이토록 사랑스러울수가!! 나의 완소영화♡
1,이거보고 질질짠놈 하나잇다...
1,콜린퍼스짱
1,gooooooooooood
1,"멜로,로맨스 는 별로 안좋아하지만 정말재미있게 보았다"
1,워킹타이틀이 작정하고 만든 블록버스터 로멘틱 코미디? 훈훈하다..
1,크리스마스에 가족하고 보고 싶은 가족영화... 근데 살짝 야한장면이?
1,크리스마스 영화중 나홀로집에랑 같은 Best급.
1,진짜 두말이 필요없는 나의 최고의 영화!!
1,그냥좋네
1,아.. 진짜 명작인듯 ㅎ 이렇게 늦게보내요 !!ㅎ
1,난 왜 이걸 보고 눈물이 나오지 ㅠㅠ 삶이 지루할 때 사랑이라는 걸 심어주는 영화
1,쪼끔이라도 엘리샤가 나왔기때문에 10점
1,뒤로가면갈수록더해지는감동!!..특히 마지막 너무 완벽하다..!
1,5년만에 다시 보는 가슴이 훈훈해지는 영화! 사랑이란...
1,크리스마스에 헤어진 여자친구와 동시에 본 영화... 설레임이 여전하다.
1,크리스마스에 봤으면 감동이 더 했을것 같네요..ㅎㅎ
1,약간 억지스러운 부분도 있지만 시원시원한 엔딩에 감동까지 굿~
1,크리스마스 때마다 꼭 다시보는 영화.
1,겨울이라는 계졀과 너무 잘어울리는 영화!! 이번 크리스마스도 이 영화와 함께~
1,이 영화를 뛰어넘는 로맨틱 영화가 나올까??
1,"난 휴 그랜트처럼 자국에 자부심을 갖는, 강대국에 굽신거리지 않는 대통령을 원했다."
1,보는내내 눈물이 난영화.넘 행복한모습부럽다 정말 감동적인영화..최고
1,각 다름시점에서 전개되지만 그 전개들 모두에게서 행복감을 느꼈다.
1,편집과 구성 대단. 진지함과 유쾌함의 완벽한 밸런스..
1,세상에서 제일 아름다운 영화. 끝까지 미소가 떠나질 않았다 토마스생스터 좀 짱인듯
1,행복 바이러스를 전염시키는 영화.엄브렐러사가 개발한 T-바이러스보다 강하다.
1,아름답다... 이말밖에 ㅎㅎ
1,정말 아름다운영화.. 특히 사랑이 이루어지는 장면들을 볼 때면 나까지 행복해진다.
1,완전 가슴따듯해지는...
1,짱..ㅠㅠㅠ..진짜..너무행복해지는영화인것같애요..기분이정말좋아지고..감동에..ㅠㅠ
1,이영화를 보고 나온후 세상이 모두 하트로 보였다.
1,로맨스를잘안보는나에겐새로운지평?
1,이제껏 내 인생 최고의영화 몇번을봐도 새롭다
1,채널 돌리다 또 봐도 계속 보게 되는 영화는 몇 안된다..로맨스의 결정체
1,영국 배우 총출동이요~
1,너무재밌게봤어요^^* 강추입니다.
1,잔잔하며 아름다운 존재하는 모든 사랑에 대한 이야기
1,정말 감동~ 훈훈 ㅋㅋ
1,듣던데로 짱
1,"훈훈함,사랑의 아름다움,크리스마스 이건 울려고 만든게 아닌데??"
1,"최고의 러브 로맨스,코믹 해피앤딩 영화,절대 지루할 틈을 안주는 8쌍의감동"
1,완전 빠져들엇어요~~~ ㅜ
1,완전 로맨틱 하네요~~  사랑하고 싶어진다~
1,최고의영화 ...굿임!!
1,진짜 기분좋은영화
1,완전 로맨틱!!!!
1,All you need is love .
1,"보는내내기분좋아지는, 게다가 코믹요소까지가미된 멋진영화"
1,정말 내가 살면서 본 영화중에 가장 멋있고 좋은 영화라고 생각
1,아 쩐다 정말!
1,"이 영화보고 느낀게 없다면, 로맨스를 싫어하는 사람이 이 영화를 본듯.최고임"
1,"사랑, 그 참 따뜻한.."
1,지금까지 10번은 넘게 본 영화...내 생에 최고의 영화
1,감동적 ㅎ
1,너무너무..재미있는..행복한기분에 눈물을 흘린 첫영화..
1,사랑을 가르쳐 준 영화. 사랑이 하고 싶어진다.
1,정말 이영화보니깐 사랑에빠지고싶다 ㅠㅠ
1,최고!! 영화
1,정말로 두근두근거리는 영화 영화보는내내 설레였다
1,좀 짱인영화.. 크리스마스언제오니..
1,"2시간 14분동안 당신은 "" 행복하다! "" 는 말을 수없이 외칠 것이다."
1,정말최고의영화!크리스마스가그리워진다..ㅠㅠ
1,완전 킹왕짱이에요!ㅋ 마음이 따뜻해지는거 같아요..ㅠㅠ
1,아름다운 영화.. 비현실적이다 뭐다.. 토달지 말고 좋은 영화한편 봤다 생각하길~
1,이름값한다 리차드 커티스..
1,이걸 보면... 항상 사랑을 하고 싶다....
1,제가본영화중에 최고의 영화에요!! 정말 감동적이네요 ㅠ.ㅠ
1,100점만점에200점줍니다 재밌어요^^
1,용기있는자가 미인을얻는다...^^
1,이런 특별한 영화는 처음봅니다. 쇼생크 이후로 참 감동을 받은영화!
1,참 재밌는 영화다
1,"이 영화를 보면,,첫사랑이 생각나,,,"
1,따뜻한영화네요.
1,크리스마스 시즌만되면 한국판 러브액츄얼리들이 우후죽순 나오지ㅋㅋ
1,정말...최고라는말밖에
1,정말 보는사람을 누구나 행복하게 해주는 5가지 사랑이야기. 가슴따뜻한 영화!
1,정말..ㅎ 각양각색의 정말 아름다운 사랑들이군요 ㅎㅎㅎ 감동최고입니다~!! ㅎ
1,명작 ㅜㅜ
1,명작 그이상 없구나 ㅠ
1,감동과 사랑스러운 명작영화!!!
1,다시봐도 참 좋네요.
1,한마디로 명작
1,나도 사랑하고 싶다.......
1,언제 또 이런 대작이 탄생할수 있을까요..^^..꼭 보세요...아른한 행복과 감동.
1,혼자보면 외롭다 느낄수 있는 영화. 사랑하는 사람과 보자.
1,아. 정말 감동 먹었습니다. 정말 가슴 뭉클한 영화. 마음속에 행복의 눈물이 뚝.
1,킹왕짱
1,"사랑에 관한한 최고의, 기분이 좋아지는 영화다."
1,감동의 영화입니다.. 소중한것이 무엇인지 깨닫게해주는 영화..
1,우울함을 저 밑바닥에서부터 끄잡어내는구나..
1,언제봐도 기분좋은 유쾌한 영화 ^^
1,최고 엄청 울었다!!!
1,이시대 최고의 영화다..이건 길이길이 남을 역사의 명작!
1,이정도면 최고 라고 말할수있지 아니한가?
1,"부러워~ㅜ.ㅠ 크리스마스의 고백!! 완전 로맨틱,,ㅜ.ㅠ"
1,최고
1,잔잔하고 따뜻한영화 !! 요즘막 울고불고 하는 그런게아닌 정말 따뜻한영화 ^^
1,저도 연애하고 싶어요!
1,우와 진짜 최고의 영화!
1,보는사람을 절로 웃음짓게 만드는 기분좋은 영화^^
1,어린꼬마놈도 저렇게용기를내는데.....
1,기분우울할때 커피마실때 집에앉아보면 맘이 따뜻해질거같은영화
1,말이 필요없다. 우울할떼 보면 기분좋아지는 영화
1,훈훈하다~
1,꼭 크리스마스에 봐야하는 영화 크리스마스에 못봐서 아쉽다
1,이영화는 무삭제판으로 봐야함.. 무삭제 판으로는 야한장면도 나오지만...
1,오늘처밨는데 ㅜㅠㅠㅠ으어어어어즨짜 께속 울엇땅><!!! 프히히힠ㅋㅋㅋㅋㅋㅋㅋㅋ
1,이 영화는 무삭제판을 보는순간 평점 10을 바로주게되어있다.
1,사랑에 고민이 많던차에 이런 영화를 본건 정말 저에게 와다았내요.나도 멋진사랑!!
1,처음볼때는 몰랐는데 시간이 지나서 다시 보게된 영화. 왜 그땐 몰랐을까?
1,정말 너무 귀엽고 사랑을 하고싶게 하는영화
1,"사랑을 시작하고싶은영화 ^^,"
1,각자의사랑에관한이야긴데재밋고 감동적이군
1,정말 다섯번넘게봐도 너무재밋는영화^^!!감동을주는최고의영화
1,굿굿굿
1,각자가 가진 사랑이야기가 아주 괜찮다고 생각된 영화
1,"전혀 기대 안하고 보기 시작했었는데, 너무 재미있네요"
1,겨울에 보기 적당한 영화.
1,좋다 좋다 좋다 역시 생각대로였다
1,이런 느낌 완전 좋아
1,정말 재밌어여~ㅋㅋㅋ
1,기억이 안나 예전에 봤는데
1,흥미진진한전개. 너무나 마음이따뜻해지는영화였네요^^; 감동의눈물
1,크리스마스면 생각나는 영화
1,"내용보다도, 영화의 느낌 자체가 너무 좋습니다^^ 꼭보세요"
1,보고 나서의 느낌. 그것만으로도 너무나 좋은 영화
1,여러커플이 있어서 더더욱 여러각도의 사랑을 볼수 있었던듯.
1,내인생1위영화.혼자보지말아라 연인과함께봐라. 키스가 하고싶을것이다.
1,멋진 영화다!! 가슴이 따뜻해지는 훈훈한 가족영화..
1,이런 영화 또 없을까요
1,엔딩이 아름답다
1,크리스마스에 이만한 영화가 또 있을까?
1,음 사랑이란 이런거였구나
1,최고
1,굳..
1,"좋은 음악과 함께 하는 아름다운 이야기, 추운 겨울 가슴 따뜻한 사랑 이야기"
1,영혼을 적시는 아주 아름다운 사랑이야기들...
1,굿!!
1,"봤을 당시엔 '이게뭐야..' 이랬지만, 본지 2년이 지난 지금도 감동은 여전하다!"
1,베스트.. 이 영화의 맛은 2번째 볼때!
1,길지만 너무나도 사랑스러운 영화
1,왜 이렇게 자꾸 기분이 좋지?? ^^
1,크리스마스 시즌에는 꼭 봐야하는 영화!
1,보고 또 보고 보고 또 보고 보고 또 보고 셀수도 없이 보고 또 본 영화
1,마지막에 마커 문앞에서 고백할때.. 굿 ㅋㅋ
1,최고입니다!!!
1,괜찮은 영화
1,크리스마스에 보면 2배3배 몇배로불어날영화 사랑이 좋아지게하는 영화
1,굿
1,다시바도 감동적인 영화ㅋ
1,너무너무너무너무좋아 가슴따뜻해지고 행복해지는 사랑스러운 영화
1,"노래가 가장 기억에 남구요,, 보드지에 사랑고백 하는게 멋있네요 ㅎ"
1,노래도 굳
1,노래 넘 조아요~
1,재밌어요~
1,봐도 봐도 정말 즐겁고 감동적인 영화
1,최고최고최고최고
1,최고의 센스
1,"다시보니 더 감동적, 나이가 들어서 그런가 ㅋ 최고입니다 ^^^"
1,사랑이뭔지알고싶으세요? 그럼 이영화 꼭한번보세요.
1,진짜..........와....너무감명깊게 봤습니다.ㅠㅠㅠ
1,최고최고입니다!!
1,정말 재미있네요..~=ㅂ=!!토마스 생스터 짱!!!!!!!!꺅..;;
1,짱재밌다
1,짱짱~!!!!!!!!!!!!
1,All You Need Is Love ~~ 아름다운 다양한 사랑이야기.. 정말 감동적이다..
1,사랑합니다 ㅎㅎㅎ^^
1,영화좋았고.. 휴그랜트 멋있었다..ㅎㅎ
1,오랫만에 푹빠지는 영화 굿굿
1,뭐랄까....그냥 영화보는내내 푹 빠져있었는데ㅎㅎ
1,죽기전에안보면안대요~
1,보고나면 가슴이 따뜻해지는 영화^^
1,사랑하고 싶다.. 정말........ 미치도록.......
1,다양한 사랑얘기들
1,all you need is love ~ ㅎㅎ
1,가장좋아하는영화
1,"6가지의 훈훈함, 그리고 크리스마스"
1,처음엔 뭐냐이런식으로 봤는데 갈수록 감동이 밀려오는 영화♡
1,제대로 만든 영화 ㅎㅎ
1,사랑하는 사람과 볼 첫번째 영화입니다..
1,몇번을 다시봐도 기분 좋아지는 ^^
1,우후후~이제야봤네이걸..^^ 재밌다~잔잔한감동에마음이따뜻해지는^^휴그랜트멋지넴ㅋ
1,감동 감동....
1,로맨틱중 로맨틱영화^^* 따뜻하고 멋진 영화~
1,이영화를 보면 사랑하고싶어지실것입니다 ^^*
1,최고라고밖에 말할수가............
1,정말 환상적인 영화 이영화 보고나면 다른영화 시시해짐
1,계속 봐도 지겹지않고 가슴이 뭉클해져요!!
1,쏘 골져스!!!!!와우 너무로맨틱하다. 최고 너무좋아 ♡♡♡♡♡♡♡♡♡♡♡
1,10점가지고 너무 부족한대? 한 10000000000000000000000점은주고싶다 정말!
1,행복으로 두근거려지는 영화~
1,잔잔한 눈물과 웃음...진정한 크리스마스영화가 아닐까 싶네요. 4번봤습니다.
1,끝에 입가엔 미소가 눈가엔 눈물이 ㅠㅠ
1,눈물을 흘린 영화.. 슬퍼서가 아니라 아름다워서 눈물흘렸다
1,따뜻한 영화!!!!!!!!!!!!~
1,3번 봤는데 눈물바다 스케치북 프로포즈는 정말.. ㅠㅠ 잊을수없는 명장면!
1,몸과 마음까지 따뜻한영화다. 이 한마디면 충분할껏같다.
1,최고의 로맨틱 영화!!!
1,"마음이 훈훈해 지는 영화, 말로 표현못할 감동적인 영화"
1,군대에서 봤는데 정말 따뜻한 영화~~
1,세상에 심장이 뛰지 않는 사람이 어딨나
1,마음이 참 훈훈해지는 영화..추천
1,너무나도 따뜻하다.
1,로맨스를 안봐서 잘모르겟지만 감동적인영화
1,"크리스마스는 지났지만, 크리스마스 최고의선물. 로맨스를 싫어하는분은?"
1,안지루하네여
1,사랑이 넘치는 영화
1,이 맘때쯤 어김없이 돌려보는 영화. 보고나면 행복해진다.
1,정말아름다운 영화네요 ^^
1,내가 처음으로 로그인해서 평점까지 쓰게 해준영화
1,보고 난 후 저절로 행복해졌던 영화.
1,사랑이 넘치는 영화
1,이 영화 하면 떠올르는것 All you need is love
1,참 좋은 영화~ 이거 볼때마다 뿌듯하다..
1,사랑은 솔직히 고백해선 되지않을게없다..... 사랑을 진심으로 깨닫게 해주는 영화
1,거절당할게 뻔해서 망설였지만 혹시나 해서 와봤어 지금은 크리스마스잖아
1,★휴그랜트짱★
1,Good
1,맨날봐도 안질리는 영화~~
1,언제봐도 훈훈하다..10점주자..
1,만점영화
1,너무 감동적이에요.. 언제 한번 이런 방식으로 고백해보고싶네요..
1,훈훈하죠..
1,사랑 그리고 설레임이 담겨져 나오는 영화 마음이 따뜻해졌다.
1,사랑의망설임이 사랑으로 이루어지는순간!!!!!!!!!!!!!!훈훈하다.!
1,감동+기분up
1,훈훈
1,따뜻한 영화
1,솔직히 이건 10점주자
1,감동적인데..난 왜케 슬프냐
1,훈훈해여
1,진짜 감동그차제 ㅜㅜ
1,정말 감동을 주는영화 ㅋㅋㅋ
1,10점 줘야함............명대사들 최고
1,너무 감동적이다 ㅜㅜ 나두 내년 크리스마스에는..
1,진짜 감동적이다 ㅡㅡ.. 이런영화좀 많이 만들지 ㅜㅜ
1,러브 러브 러브~ 재미있다.~! 따뜻한 사랑을 느낄수있다!
1,따뜻하고 모두가 느낄수있는 사랑 ! 러브액츄얼리 였네요
1,나홀로집에를 밀어내고 크리스마스영화의 고전으로 우뚝서다
1,말이 필요없는 최고의 로맨스 영화.. 왜 이런 명작을 이제야 봤지??
1,"내용이 감동적이고 스토리도 좋았지만, 쓸데없이 XX씬이 들어가서 1점감점"
1,최고
1,좋습니다^^ 사랑은 어디에나 있다.
1,정말 좋은 내용인듯
1,All you need is love
1,마음이따뜻해지는영화 감동....오랜만에 찡~~~한..유머+감동!! 본후 뿌듯^^
1,정말 대박 영화! 너무 잘 만들었어요~
1,크리스마스날 봤는데..ㅎㅎ 최고
1,따뜻해집니다. : )
1,2007.12.25 을 기억하게하는 최고의 영화//!!
1,너무 감동이에요
1,사랑하고싶어지네요
1,따뜻..^^
1,진짜 최고란 말밖에... 오늘이 크리스마스인데.. 오늘같은날 꼭봐야할 영화
1,왠지 정말 가슴가득히 미칠거같아요 이런 일이 저도 있었으면...
1,왜 최고라고하는지 알겠다.. 크리스마스에 맞춰서 본다면 정말 최고..
1,마음이 따뜻해지는 영화!!! 사랑하는 사람과 꼭! 함께 봐야하는 영화...
1,최고란말밖에..
1,^_^이쁘고 사랑스러운 영화 하지만 쬐금 야한부분도 있었다는(인터넷으로 봤거든용)
1,남자배우들 너무 연기를 잘하십니다.
1,최고다.... 진짜.
1,좋아요
1,정말 좋은 영화 ㅋㅋ 애인이랑 보면 너무 좋은 영화ㅋㅋ  최고최고
1,크리스마스 이브에 본 영화중 최고!
1,진짜 최고의 영화
1,최고의 영화~~~~^^
1,최고
1,아행복해 ~
1,마음이 훈훈해지는 영화^^ 세상이 아름다워
1,굿
1,방금 또봤지만 정말 눈물이...
1,몇번을 봐도 늘 행복해지는 영화
1,이런 영화 10점 안주면 뭔영화한테 주냐??
1,이런영화너무좋아 ㅋㅋ 이런 스타일 영화 진짜 좋아함ㅋㅋ
